station_id;00:00;01:00;02:00;03:00;04:00;05:00;06:00;07:00;08:00;09:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;capacity;lat;long;DisttoCentre;labels;labelsPCA
118;80,0;80,0;78,0;77,0;76,0;54,0;17,0;51,0;78,0;80,0;82,0;77,0;80,0;83,0;79,0;69,0;61,0;62,0;67,0;69,0;73,0;77,0;79,0;80,0;27;41,391992903927225;2,1879543184290355;1,6;0;3
119;80,0;81,0;81,0;78,0;76,0;55,0;31,0;15,0;19,0;22,0;26,0;30,0;47,0;64,0;67,0;64,0;59,0;61,0;64,0;61,0;62,0;66,0;72,0;78,0;27;41,3966226000003;2,182394400000016;1,48;4;0
120;61,0;63,0;65,0;69,0;74,0;59,0;25,0;7,0;7,0;8,0;8,0;14,0;18,0;19,0;16,0;21,0;30,0;28,0;34,0;38,0;43,0;44,0;51,0;59,0;21;41,404586939576674;2,1765086193353658;2,02;1;4
121;84,0;86,0;87,0;87,0;83,0;62,0;17,0;8,0;6,0;11,0;18,0;28,0;41,0;50,0;45,0;39,0;37,0;43,0;46,0;62,0;71,0;70,0;74,0;81,0;21;41,40618850000019;2,1785207999999683;2,24;4;0
122;29,0;31,0;32,0;33,0;39,0;27,0;9,0;4,0;7,0;5,0;6,0;6,0;13,0;8,0;5,0;19,0;26,0;28,0;23,0;34,0;32,0;22,0;19,0;20,0;21;41,40533789999978;2,1660973000000276;2,06;3;1
123;5,0;7,0;8,0;13,0;19,0;17,0;7,0;5,0;9,0;8,0;9,0;20,0;12,0;8,0;11,0;13,0;12,0;16,0;10,0;11,0;9,0;7,0;3,0;7,0;21;41,39811399999969;2,1668279999999758;1,26;3;1
124;4,0;3,0;2,0;3,0;14,0;33,0;78,0;90,0;89,0;88,0;89,0;87,0;83,0;81,0;81,0;70,0;56,0;46,0;38,0;22,0;12,0;8,0;5,0;3,0;27;41,3702482637018;2,1878125984221697;2,38;2;2
125;8,0;7,0;6,0;5,0;8,0;48,0;80,0;84,0;86,0;78,0;75,0;73,0;75,0;60,0;47,0;35,0;32,0;30,0;25,0;15,0;9,0;6,0;3,0;3,0;21;41,38446929999945;2,1955147000000244;2,15;2;2
126;46,0;32,0;28,0;22,0;23,0;26,0;33,0;64,0;87,0;91,0;88,0;84,0;81,0;85,0;88,0;87,0;86,0;85,0;87,0;89,0;89,0;86,0;81,0;64,0;23;41,38067850000049;2,181774800000019;1,21;0;3
127;77,0;78,0;81,0;79,0;71,0;51,0;46,0;24,0;14,0;21,0;31,0;31,0;40,0;62,0;75,0;77,0;75,0;72,0;68,0;58,0;59,0;64,0;71,0;79,0;27;41,41187179999988;2,1911494000000107;3,28;4;0
128;90,0;91,0;92,0;91,0;88,0;73,0;37,0;15,0;11,0;22,0;34,0;45,0;63,0;68,0;71,0;66,0;70,0;73,0;71,0;73,0;72,0;74,0;81,0;88,0;28;41,41541330000026;2,1964181000000096;3,85;4;0
129;82,0;82,0;84,0;83,0;79,0;70,0;48,0;13,0;8,0;15,0;17,0;19,0;33,0;50,0;60,0;65,0;67,0;79,0;88,0;82,0;81,0;87,0;90,0;89,0;27;41,377051499999716;2,1611378000000054;1,33;4;0
130;87,0;88,0;88,0;86,0;84,0;75,0;64,0;44,0;29,0;23,0;31,0;39,0;58,0;67,0;71,0;63,0;70,0;77,0;70,0;67,0;70,0;70,0;77,0;85,0;24;41,41982809999981;2,2015739999999973;4,5;4;0
131;73,0;75,0;76,0;73,0;68,0;68,0;66,0;58,0;57,0;55,0;51,0;46,0;45,0;51,0;63,0;73,0;64,0;73,0;72,0;57,0;58,0;58,0;59,0;64,0;27;41,422784999999706;2,205940000000035;4,98;0;0
132;93,0;94,0;94,0;94,0;91,0;82,0;62,0;47,0;48,0;47,0;48,0;52,0;55,0;48,0;50,0;58,0;72,0;76,0;82,0;88,0;92,0;92,0;92,0;94,0;27;41,408455400000086;2,1919801999999904;3,01;4;0
133;73,0;74,0;76,0;77,0;77,0;74,0;68,0;74,0;80,0;80,0;80,0;75,0;71,0;81,0;74,0;76,0;54,0;37,0;42,0;48,0;52,0;60,0;68,0;71,0;16;41,40766019999953;2,1924880999999923;2,96;0;3
134;80,0;81,0;81,0;79,0;80,0;73,0;64,0;57,0;50,0;44,0;46,0;52,0;51,0;56,0;63,0;69,0;74,0;72,0;66,0;78,0;78,0;71,0;74,0;81,0;21;41,411593400000115;2,1987618999999836;3,64;4;0
135;83,0;84,0;84,0;85,0;84,0;77,0;47,0;23,0;18,0;15,0;21,0;30,0;50,0;60,0;61,0;70,0;75,0;83,0;75,0;75,0;77,0;78,0;80,0;80,0;21;41,41213159999933;2,1977579000000023;3,63;4;0
136;91,0;90,0;90,0;89,0;88,0;80,0;52,0;32,0;25,0;24,0;25,0;28,0;38,0;42,0;46,0;52,0;63,0;69,0;75,0;79,0;84,0;85,0;88,0;90,0;27;41,414181299999626;2,201589400000024;4,01;4;0
137;72,0;74,0;75,0;72,0;73,0;60,0;40,0;20,0;15,0;15,0;13,0;22,0;31,0;39,0;46,0;48,0;41,0;46,0;56,0;66,0;67,0;69,0;69,0;71,0;24;41,41446559999978;2,20142439999997;4,02;4;0
138;87,0;87,0;87,0;87,0;84,0;68,0;46,0;43,0;44,0;43,0;38,0;42,0;50,0;64,0;70,0;72,0;76,0;79,0;84,0;83,0;82,0;85,0;85,0;88,0;21;41,41683199999979;2,2053065000000056;4,43;4;0
139;84,0;85,0;86,0;86,0;85,0;78,0;54,0;38,0;33,0;28,0;29,0;32,0;46,0;56,0;59,0;64,0;70,0;75,0;80,0;82,0;82,0;83,0;84,0;87,0;32;41,41792409999942;2,2061937000000102;4,57;4;0
140;61,0;62,0;61,0;60,0;58,0;40,0;10,0;4,0;5,0;5,0;8,0;13,0;21,0;30,0;38,0;41,0;49,0;49,0;49,0;61,0;66,0;63,0;66,0;65,0;27;41,380664799999884;2,15625;1,35;4;0
141;87,0;88,0;86,0;85,0;83,0;69,0;53,0;51,0;57,0;57,0;58,0;62,0;62,0;63,0;66,0;69,0;73,0;74,0;72,0;77,0;84,0;84,0;85,0;90,0;32;41,409015799999914;2,1946376999999915;3,19;4;0
142;17,0;17,0;17,0;14,0;15,0;29,0;70,0;88,0;80,0;82,0;81,0;69,0;60,0;63,0;64,0;35,0;7,0;5,0;3,0;10,0;17,0;16,0;17,0;14,0;32;41,400569199999424;2,1923424999999956;2,4;2;2
143;35,0;32,0;31,0;25,0;22,0;25,0;57,0;83,0;92,0;87,0;83,0;71,0;72,0;78,0;81,0;60,0;23,0;13,0;13,0;20,0;26,0;34,0;32,0;33,0;27;41,40307250000028;2,1959541000000287;2,81;2;2
144;55,0;51,0;49,0;43,0;32,0;26,0;49,0;72,0;72,0;69,0;65,0;65,0;73,0;69,0;73,0;61,0;40,0;32,0;31,0;35,0;45,0;51,0;55,0;59,0;27;41,40578710000038;2,197554200000012;3,1;0;3
145;47,0;47,0;44,0;41,0;37,0;36,0;52,0;76,0;82,0;74,0;63,0;55,0;42,0;45,0;49,0;45,0;26,0;25,0;25,0;34,0;45,0;48,0;46,0;49,0;27;41,409906600000625;2,2028356000000078;3,74;0;3
146;55,0;55,0;55,0;51,0;42,0;45,0;61,0;77,0;76,0;76,0;73,0;67,0;60,0;56,0;53,0;55,0;49,0;43,0;49,0;56,0;61,0;62,0;61,0;60,0;15;41,41514399999957;2,207206000000026;4,41;0;3
147;80,0;80,0;82,0;79,0;74,0;59,0;39,0;23,0;24,0;29,0;27,0;28,0;56,0;50,0;56,0;59,0;65,0;63,0;65,0;71,0;74,0;74,0;78,0;82,0;27;41,4160179999999;2,212657999999984;4,8;4;0
148;91,0;92,0;93,0;89,0;88,0;78,0;48,0;14,0;11,0;8,0;9,0;16,0;26,0;39,0;47,0;61,0;78,0;83,0;87,0;85,0;85,0;87,0;89,0;91,0;27;41,37848600000041;2,1634039999999803;1,1;4;0
149;30,0;30,0;29,0;26,0;21,0;35,0;69,0;89,0;91,0;82,0;74,0;60,0;46,0;53,0;47,0;31,0;11,0;7,0;10,0;16,0;16,0;18,0;29,0;31,0;27;41,395905000000354;2,1929580000000146;2,16;2;2
150;65,0;58,0;56,0;50,0;31,0;24,0;36,0;61,0;65,0;57,0;53,0;53,0;53,0;58,0;55,0;45,0;33,0;28,0;33,0;42,0;59,0;60,0;59,0;62,0;27;41,40654899999958;2,2031119999999835;3,51;0;3
151;34,0;35,0;35,0;31,0;30,0;41,0;75,0;89,0;90,0;85,0;73,0;59,0;52,0;46,0;38,0;23,0;9,0;7,0;8,0;8,0;16,0;24,0;28,0;28,0;27;41,40064999999965;2,1971900000000164;2,73;2;2
152;32,0;31,0;30,0;27,0;24,0;24,0;51,0;81,0;87,0;81,0;70,0;65,0;57,0;50,0;50,0;43,0;22,0;12,0;9,0;17,0;18,0;21,0;27,0;29,0;27;41,3992499999996;2,1974210000000123;2,66;2;2
153;53,0;53,0;46,0;34,0;22,0;15,0;24,0;70,0;86,0;87,0;81,0;73,0;72,0;78,0;73,0;68,0;71,0;71,0;59,0;57,0;60,0;60,0;60,0;64,0;23;41,40177799999967;2,2007690000000206;3,05;0;3
154;63,0;63,0;55,0;45,0;31,0;21,0;17,0;51,0;67,0;70,0;62,0;63,0;66,0;67,0;67,0;66,0;64,0;62,0;61,0;68,0;74,0;71,0;61,0;59,0;32;41,402453999999395;2,2016559999999763;3,15;0;3
155;45,0;43,0;43,0;37,0;33,0;31,0;69,0;78,0;72,0;68,0;61,0;56,0;37,0;38,0;46,0;33,0;9,0;9,0;17,0;30,0;41,0;44,0;43,0;46,0;32;41,406976999999614;2,2076019999999708;3,84;2;2
156;28,0;29,0;29,0;29,0;27,0;37,0;68,0;84,0;84,0;81,0;72,0;64,0;43,0;35,0;33,0;27,0;20,0;31,0;47,0;57,0;45,0;33,0;29,0;36,0;27;41,40901700000069;2,2088100000000104;4,06;2;2
157;59,0;58,0;52,0;46,0;39,0;38,0;42,0;54,0;73,0;73,0;69,0;68,0;68,0;73,0;76,0;72,0;73,0;73,0;74,0;80,0;83,0;80,0;68,0;61,0;24;41,41294199999984;2,217994000000015;4,94;0;3
158;37,0;37,0;36,0;31,0;31,0;33,0;55,0;80,0;85,0;74,0;66,0;61,0;47,0;47,0;50,0;48,0;43,0;38,0;34,0;31,0;34,0;34,0;35,0;36,0;27;41,4117409999999;2,218546000000001;4,9;2;2
159;41,0;40,0;40,0;34,0;31,0;33,0;46,0;79,0;88,0;90,0;86,0;82,0;82,0;77,0;71,0;69,0;66,0;58,0;56,0;52,0;49,0;40,0;33,0;34,0;32;41,410882000000115;2,2167030000000327;4,72;0;3
160;25,0;21,0;21,0;21,0;22,0;39,0;72,0;90,0;94,0;92,0;88,0;85,0;73,0;69,0;68,0;61,0;46,0;39,0;37,0;33,0;30,0;26,0;25,0;24,0;33;41,411026000000554;2,219376999999973;4,91;2;2
161;33,0;35,0;33,0;30,0;24,0;26,0;69,0;87,0;89,0;82,0;75,0;65,0;56,0;46,0;49,0;34,0;17,0;16,0;20,0;27,0;24,0;23,0;28,0;31,0;27;41,39500899999986;2,1963080000000255;2,37;2;2
162;71,0;70,0;58,0;46,0;31,0;23,0;31,0;57,0;68,0;73,0;75,0;77,0;71,0;59,0;58,0;51,0;35,0;27,0;37,0;44,0;58,0;65,0;69,0;72,0;27;41,40390800000021;2,208435999999972;3,72;0;3
163;53,0;52,0;49,0;43,0;35,0;29,0;21,0;57,0;74,0;74,0;70,0;67,0;65,0;73,0;75,0;63,0;57,0;48,0;56,0;60,0;62,0;64,0;64,0;56,0;27;41,394199999999685;2,200769999999985;2,69;0;3
164;86,0;87,0;87,0;87,0;80,0;60,0;25,0;10,0;13,0;13,0;9,0;16,0;20,0;12,0;20,0;23,0;33,0;38,0;42,0;50,0;58,0;63,0;68,0;76,0;26;41,411900999999695;2,1778950000000195;2,84;4;0
165;83,0;85,0;85,0;81,0;75,0;54,0;57,0;70,0;82,0;81,0;76,0;71,0;66,0;79,0;79,0;71,0;57,0;59,0;69,0;73,0;81,0;82,0;81,0;83,0;27;41,39919599999951;2,2042530000000284;3,16;0;3
166;73,0;73,0;65,0;57,0;49,0;40,0;43,0;46,0;53,0;56,0;60,0;56,0;56,0;65,0;66,0;59,0;54,0;59,0;64,0;71,0;78,0;79,0;68,0;73,0;27;41,400533;2,2065390000000167;3,4;0;3
167;44,0;45,0;46,0;46,0;44,0;33,0;29,0;42,0;54,0;52,0;48,0;51,0;55,0;65,0;65,0;59,0;52,0;44,0;49,0;54,0;61,0;54,0;48,0;48,0;21;41,4025609999998;2,2105380000000263;3,8;0;3
168;46,0;45,0;45,0;46,0;43,0;42,0;42,0;69,0;78,0;74,0;76,0;76,0;76,0;80,0;75,0;65,0;49,0;39,0;39,0;45,0;49,0;53,0;48,0;44,0;27;41,405357999999985;2,2136769999999775;4,18;0;3
170;20,0;20,0;17,0;16,0;16,0;14,0;15,0;33,0;58,0;68,0;70,0;72,0;67,0;67,0;64,0;62,0;59,0;54,0;50,0;48,0;47,0;43,0;36,0;28,0;54;41,389731999999704;2,1999339999999887;2,52;0;3
171;38,0;37,0;35,0;29,0;25,0;24,0;24,0;27,0;36,0;43,0;46,0;46,0;49,0;51,0;56,0;58,0;56,0;51,0;47,0;46,0;47,0;46,0;45,0;45,0;54;41,391985999999605;2,20369899999999;2,87;0;3
173;30,0;30,0;31,0;31,0;31,0;32,0;34,0;40,0;44,0;46,0;48,0;45,0;40,0;40,0;44,0;49,0;56,0;73,0;75,0;66,0;50,0;38,0;35,0;34,0;27;41,39802699999953;2,208982000000027;3,48;0;3
174;47,0;46,0;47,0;47,0;46,0;43,0;44,0;51,0;59,0;59,0;57,0;48,0;46,0;45,0;43,0;39,0;40,0;43,0;46,0;53,0;54,0;49,0;44,0;43,0;27;41,40061000000038;2,2104609999999743;3,7;0;3
175;42,0;40,0;38,0;35,0;31,0;31,0;48,0;70,0;75,0;72,0;69,0;48,0;40,0;49,0;47,0;34,0;13,0;11,0;20,0;32,0;46,0;49,0;45,0;45,0;27;41,40666000000035;2,209560000000009;3,96;2;2
176;39,0;40,0;40,0;41,0;39,0;35,0;33,0;60,0;75,0;74,0;66,0;56,0;47,0;51,0;49,0;49,0;47,0;41,0;35,0;32,0;34,0;34,0;33,0;33,0;27;41,40254099999968;2,2126410000000125;3,96;2;3
177;93,0;92,0;92,0;90,0;83,0;47,0;14,0;5,0;9,0;10,0;12,0;20,0;38,0;40,0;30,0;25,0;40,0;55,0;70,0;79,0;82,0;84,0;85,0;89,0;27;41,41108900000025;2,1811190000000154;2,83;4;0
178;34,0;33,0;33,0;34,0;34,0;46,0;67,0;86,0;88,0;82,0;75,0;66,0;59,0;56,0;50,0;36,0;14,0;13,0;14,0;16,0;29,0;34,0;30,0;30,0;27;41,40538899999963;2,2162120000000254;4,37;2;2
179;66,0;46,0;42,0;37,0;34,0;33,0;52,0;61,0;63,0;67,0;72,0;67,0;71,0;79,0;78,0;67,0;50,0;42,0;44,0;57,0;73,0;81,0;85,0;77,0;15;41,36351099999963;2,1367700000000065;3,82;0;3
180;78,0;45,0;25,0;19,0;17,0;19,0;36,0;45,0;43,0;39,0;36,0;36,0;37,0;46,0;53,0;50,0;40,0;42,0;54,0;64,0;76,0;83,0;85,0;89,0;50;41,36778000000029;2,1392599999999877;3,35;0;3
182;87,0;85,0;85,0;84,0;82,0;71,0;40,0;10,0;6,0;6,0;9,0;15,0;30,0;34,0;31,0;33,0;45,0;53,0;57,0;71,0;83,0;87,0;91,0;92,0;27;41,37145500000035;2,1438820000000103;2,79;4;0
183;94,0;94,0;93,0;93,0;91,0;80,0;44,0;14,0;6,0;6,0;9,0;19,0;33,0;44,0;46,0;52,0;67,0;79,0;83,0;88,0;92,0;94,0;95,0;97,0;28;41,372338000000205;2,141875000000022;2,87;4;0
184;93,0;88,0;81,0;79,0;75,0;63,0;38,0;24,0;20,0;21,0;21,0;34,0;52,0;59,0;63,0;62,0;65,0;70,0;79,0;90,0;93,0;93,0;93,0;94,0;27;41,36750400000057;2,1340880000000158;3,71;4;0
185;95,0;95,0;95,0;94,0;90,0;63,0;22,0;9,0;6,0;6,0;11,0;31,0;45,0;50,0;49,0;62,0;78,0;82,0;85,0;86,0;90,0;91,0;91,0;93,0;17;41,370459999999355;2,1389939999999883;3,18;4;0
186;61,0;62,0;60,0;62,0;60,0;46,0;20,0;9,0;5,0;6,0;10,0;10,0;10,0;17,0;18,0;25,0;36,0;43,0;48,0;60,0;67,0;69,0;66,0;66,0;26;41,375571000000285;2,14381200000002;2,54;1;4
187;8,0;8,0;8,0;8,0;8,0;7,0;7,0;7,0;6,0;6,0;6,0;5,0;5,0;5,0;4,0;6,0;7,0;10,0;10,0;12,0;12,0;12,0;12,0;9,0;19;41,37685799999969;2,1698109999999855;1,13;3;1
188;73,0;73,0;77,0;78,0;71,0;45,0;11,0;3,0;4,0;4,0;10,0;16,0;21,0;31,0;32,0;38,0;49,0;57,0;70,0;69,0;64,0;61,0;65,0;67,0;27;41,375801999999545;2,1359729999999884;3,11;4;0
189;3,0;3,0;3,0;16,0;43,0;48,0;26,0;10,0;10,0;11,0;9,0;12,0;7,0;3,0;12,0;18,0;10,0;7,0;12,0;8,0;6,0;10,0;5,0;2,0;28;41,39691799999957;2,1661630000000196;1,15;3;1
190;59,0;60,0;60,0;59,0;57,0;54,0;45,0;50,0;55,0;60,0;62,0;65,0;57,0;57,0;60,0;62,0;63,0;60,0;58,0;59,0;59,0;57,0;58,0;60,0;29;41,396059999999395;2,2078030000000113;3,31;0;3
191;53,0;56,0;58,0;58,0;56,0;37,0;5,0;2,0;3,0;4,0;16,0;16,0;13,0;12,0;12,0;11,0;11,0;15,0;14,0;24,0;37,0;43,0;46,0;48,0;24;41,38256399999962;2,149094000000024;1,82;1;4
192;53,0;56,0;58,0;59,0;55,0;34,0;6,0;3,0;4,0;4,0;6,0;10,0;21,0;26,0;21,0;20,0;20,0;24,0;29,0;35,0;44,0;42,0;47,0;55,0;21;41,37862899999974;2,1334670000000275;3,2;1;4
193;17,0;24,0;29,0;31,0;31,0;20,0;5,0;3,0;3,0;5,0;5,0;6,0;10,0;10,0;5,0;3,0;3,0;3,0;6,0;10,0;14,0;14,0;16,0;17,0;26;41,38131100000019;2,1289119999999815;3,5;3;1
194;29,0;36,0;39,0;44,0;42,0;24,0;5,0;2,0;2,0;2,0;8,0;10,0;13,0;10,0;8,0;7,0;6,0;8,0;12,0;9,0;9,0;12,0;15,0;22,0;22;41,38101299999942;2,132319000000032;3,23;3;1
195;15,0;16,0;18,0;20,0;17,0;12,0;6,0;3,0;3,0;4,0;6,0;6,0;9,0;12,0;11,0;11,0;11,0;15,0;15,0;9,0;8,0;12,0;14,0;16,0;20;41,3818879999999;2,1354329999999875;2,95;3;1
196;12,0;14,0;15,0;21,0;24,0;21,0;10,0;8,0;4,0;5,0;9,0;8,0;9,0;6,0;6,0;6,0;3,0;3,0;9,0;7,0;5,0;7,0;8,0;11,0;23;41,383240999999614;2,1393630000000026;2,6;3;1
197;12,0;12,0;17,0;21,0;19,0;11,0;6,0;6,0;8,0;7,0;5,0;6,0;7,0;5,0;6,0;6,0;7,0;8,0;7,0;7,0;11,0;11,0;10,0;10,0;22;41,38711999999963;2,1410390000000143;2,43;3;1
198;10,0;18,0;20,0;28,0;33,0;26,0;7,0;1,0;3,0;4,0;5,0;5,0;7,0;5,0;3,0;4,0;3,0;4,0;5,0;3,0;3,0;4,0;3,0;8,0;24;41,38450999999988;2,1336169999999752;3,06;3;1
199;12,0;17,0;22,0;27,0;28,0;24,0;16,0;7,0;5,0;5,0;7,0;11,0;9,0;3,0;3,0;4,0;3,0;4,0;6,0;9,0;13,0;10,0;7,0;8,0;27;41,38181999999958;2,1269330000000073;3,65;3;1
200;13,0;19,0;28,0;32,0;32,0;20,0;5,0;3,0;3,0;3,0;4,0;6,0;6,0;3,0;4,0;3,0;3,0;3,0;5,0;7,0;7,0;5,0;5,0;9,0;22;41,38375599999952;2,1312729999999807;3,26;3;1
201;9,0;25,0;35,0;40,0;43,0;41,0;23,0;6,0;10,0;11,0;8,0;10,0;9,0;8,0;8,0;5,0;3,0;7,0;8,0;3,0;4,0;3,0;2,0;4,0;16;41,387786999999726;2,13434099999997;2,99;3;1
202;13,0;26,0;37,0;42,0;42,0;35,0;23,0;14,0;13,0;17,0;15,0;14,0;11,0;7,0;5,0;3,0;3,0;3,0;3,0;5,0;5,0;4,0;5,0;5,0;16;41,385331000000434;2,1287370000000005;3,46;3;1
203;1,0;1,0;1,0;1,0;1,0;9,0;33,0;60,0;61,0;55,0;48,0;34,0;12,0;4,0;2,0;1,0;1,0;1,0;2,0;3,0;1,0;1,0;1,0;1,0;33;41,38874199999945;2,1285029999999874;3,48;3;1
204;0,0;0,0;0,0;1,0;2,0;7,0;36,0;67,0;76,0;77,0;73,0;53,0;16,0;3,0;1,0;1,0;0,0;1,0;1,0;0,0;1,0;1,0;0,0;1,0;33;41,388010999999366;2,1255929999999847;3,72;2;2
205;6,0;8,0;13,0;14,0;16,0;18,0;18,0;22,0;19,0;14,0;13,0;10,0;6,0;9,0;13,0;7,0;11,0;11,0;14,0;13,0;8,0;7,0;9,0;7,0;20;41,38746499999981;2,130838000000023;3,28;3;1
206;1,0;1,0;1,0;2,0;4,0;10,0;25,0;44,0;48,0;43,0;34,0;23,0;5,0;3,0;3,0;2,0;1,0;2,0;2,0;2,0;2,0;1,0;1,0;1,0;31;41,389845000000484;2,1328399999999887;3,13;3;1
207;1,0;1,0;0,0;2,0;3,0;12,0;36,0;52,0;60,0;56,0;50,0;42,0;22,0;6,0;2,0;2,0;2,0;3,0;2,0;1,0;2,0;2,0;1,0;1,0;25;41,390827999999665;2,136664999999994;2,82;3;1
208;1,0;1,0;2,0;4,0;4,0;8,0;11,0;21,0;29,0;29,0;27,0;26,0;16,0;4,0;4,0;5,0;3,0;5,0;2,0;3,0;1,0;1,0;1,0;1,0;25;41,39145099999971;2,1391159999999965;2,63;3;1
209;2,0;2,0;3,0;3,0;5,0;4,0;5,0;13,0;23,0;26,0;25,0;24,0;20,0;18,0;12,0;9,0;11,0;9,0;9,0;9,0;11,0;10,0;5,0;4,0;24;41,385754999999556;2,161004000000029;0,77;3;1
210;75,0;74,0;74,0;71,0;69,0;53,0;23,0;5,0;2,0;3,0;5,0;7,0;10,0;15,0;19,0;25,0;37,0;45,0;49,0;55,0;60,0;67,0;77,0;82,0;27;41,37453000000014;2,1423560000000017;2,7;4;0
211;30,0;26,0;20,0;16,0;20,0;47,0;71,0;85,0;83,0;79,0;69,0;58,0;47,0;48,0;38,0;20,0;9,0;9,0;10,0;15,0;25,0;26,0;31,0;35,0;28;41,39877200000026;2,1901669999999793;2,13;2;2
212;1,0;6,0;12,0;16,0;18,0;19,0;21,0;14,0;13,0;11,0;8,0;7,0;4,0;5,0;3,0;3,0;2,0;3,0;2,0;1,0;0,0;1,0;1,0;2,0;22;41,39239000000062;2,130945000000028;3,32;3;1
213;6,0;22,0;33,0;55,0;63,0;64,0;57,0;59,0;56,0;58,0;56,0;53,0;43,0;23,0;10,0;3,0;1,0;1,0;2,0;2,0;1,0;1,0;3,0;3,0;29;41,393782999999736;2,1350780000000165;3,02;2;2
214;1,0;1,0;7,0;19,0;25,0;26,0;20,0;14,0;13,0;13,0;12,0;12,0;7,0;2,0;2,0;2,0;1,0;4,0;3,0;2,0;2,0;2,0;1,0;1,0;21;41,395251000000655;2,1335409999999886;3,19;3;1
215;1,0;1,0;11,0;22,0;35,0;44,0;39,0;32,0;30,0;23,0;19,0;18,0;18,0;11,0;4,0;4,0;3,0;3,0;3,0;2,0;2,0;2,0;1,0;1,0;16;41,39412000000057;2,1381460000000057;2,78;3;1
216;42,0;48,0;52,0;55,0;56,0;50,0;35,0;17,0;11,0;10,0;10,0;9,0;7,0;5,0;4,0;3,0;4,0;3,0;2,0;2,0;3,0;3,0;3,0;8,0;23;41,396809000000594;2,1445340000000166;2,4;1;4
217;59,0;68,0;69,0;72,0;70,0;66,0;44,0;18,0;11,0;8,0;8,0;7,0;4,0;2,0;2,0;1,0;2,0;1,0;1,0;2,0;2,0;2,0;5,0;22,0;23;41,39846300000047;2,1439239999999855;2,53;1;4
218;95,0;95,0;95,0;95,0;93,0;71,0;22,0;6,0;9,0;8,0;21,0;39,0;62,0;75,0;72,0;70,0;69,0;74,0;75,0;78,0;76,0;78,0;85,0;91,0;27;41,404114000000575;2,1832030000000295;2,19;4;0
219;37,0;46,0;54,0;61,0;63,0;51,0;23,0;10,0;8,0;9,0;9,0;10,0;9,0;7,0;6,0;5,0;5,0;5,0;5,0;5,0;5,0;5,0;16,0;26,0;24;41,39769800000045;2,1473580000000014;2,24;1;4
220;1,0;1,0;1,0;1,0;4,0;9,0;36,0;28,0;30,0;29,0;23,0;9,0;3,0;3,0;5,0;4,0;4,0;5,0;3,0;4,0;4,0;3,0;3,0;1,0;27;41,39622900000069;2,1514819999999886;1,86;3;1
221;13,0;18,0;31,0;55,0;54,0;40,0;12,0;10,0;11,0;30,0;19,0;7,0;6,0;4,0;5,0;6,0;7,0;7,0;7,0;8,0;8,0;7,0;4,0;5,0;24;41,40253500000025;2,152518999999988;2,26;3;1
222;36,0;62,0;71,0;71,0;63,0;36,0;7,0;2,0;2,0;4,0;4,0;6,0;6,0;3,0;5,0;10,0;11,0;10,0;11,0;10,0;10,0;8,0;5,0;7,0;27;41,40123999999949;2,1574829999999756;1,9;1;4
223;8,0;33,0;52,0;62,0;64,0;41,0;10,0;3,0;6,0;5,0;8,0;9,0;7,0;3,0;5,0;8,0;11,0;11,0;8,0;7,0;7,0;7,0;6,0;3,0;31;41,39831100000056;2,159865000000016;1,52;3;1
224;8,0;8,0;8,0;12,0;14,0;12,0;4,0;2,0;5,0;10,0;10,0;16,0;12,0;12,0;9,0;11,0;18,0;22,0;19,0;19,0;17,0;10,0;3,0;2,0;26;41,39994500000021;2,164389000000023;1,51;3;1
225;47,0;48,0;49,0;48,0;42,0;23,0;9,0;3,0;3,0;2,0;3,0;7,0;8,0;6,0;6,0;6,0;7,0;9,0;9,0;22,0;33,0;37,0;34,0;37,0;24;41,38495600000062;2,150814000000016;1,62;1;4
226;64,0;67,0;70,0;70,0;64,0;33,0;7,0;2,0;4,0;3,0;8,0;8,0;8,0;4,0;4,0;6,0;9,0;9,0;10,0;10,0;10,0;6,0;6,0;34,0;27;41,403464999999635;2,161096000000024;1,97;1;4
227;32,0;37,0;40,0;40,0;35,0;12,0;2,0;2,0;2,0;4,0;5,0;3,0;3,0;3,0;4,0;4,0;6,0;7,0;6,0;12,0;11,0;13,0;17,0;22,0;18;41,4078369999997;2,158678000000008;2,5;3;1
228;13,0;25,0;40,0;61,0;68,0;38,0;9,0;1,0;1,0;1,0;1,0;2,0;1,0;2,0;2,0;3,0;3,0;6,0;6,0;4,0;4,0;4,0;8,0;18,0;21;41,4069400000005;2,1557940000000104;2,51;3;1
229;44,0;44,0;54,0;68,0;69,0;39,0;8,0;10,0;14,0;10,0;13,0;21,0;8,0;5,0;4,0;4,0;9,0;7,0;7,0;7,0;8,0;6,0;30,0;37,0;27;41,40510699999956;2,156874000000012;2,29;1;4
230;15,0;24,0;32,0;51,0;69,0;50,0;16,0;4,0;4,0;2,0;4,0;6,0;4,0;3,0;5,0;3,0;6,0;5,0;6,0;7,0;6,0;6,0;5,0;6,0;26;41,405986000000546;2,1516329999999675;2,61;3;1
231;36,0;38,0;39,0;44,0;50,0;19,0;5,0;2,0;3,0;6,0;7,0;12,0;7,0;5,0;8,0;13,0;12,0;11,0;19,0;17,0;24,0;23,0;24,0;25,0;24;41,407201999999536;2,1634759999999664;2,31;1;4
